Primary Key,Ancient Toponym,ModernToponym,Province,Country,,,,,Longitude (X),Latitude (Y),,,,,,,,,,,,,,,,,,
Hanson2016_212,Tunisa,Tunis,Africa Proconsularis,Tunisia,,,,,10.171649,36.79923,,,,,,,,,,,,,,,,,,
Hanson2016_213,Turris Tamalleni,Henchir el Aouinia,Africa Proconsularis,Tunisia,,,,,8.920624,33.716837,,,,,,,,,,,,,,,,,,
Hanson2016_214,Uluzibbira,Henchir Zembra,Africa Proconsularis,Tunisia,,,,,10.447151,35.954006,,,,,,,,,,,,,,,,,,
Hanson2016_215,Unknown (1),Ksar el Guelal,Africa Proconsularis,Tunisia,,,,,8.966667,35.266667,,,,,,,,,,,,,,,,,,
Hanson2016_216,Uthina,Oudna,Africa Proconsularis,Tunisia,,,,,10.172746,36.606899,,,,,,,,,,,,,,,,,,
Hanson2016_217,Utica,Utique,Africa Proconsularis,Tunisia,,,,,10.038,37.0358,,,,,,,,,,,,,,,,,,
Hanson2016_218,Uzalis,Al Alia,Africa Proconsularis,Tunisia,,,,,10.033986,37.169048,,,,,,,,,,,,,,,,,,
Hanson2016_219,Vaga,Béja,Africa Proconsularis,Tunisia,,,,,9.182019,36.725536,,,,,,,,,,,,,,,,,,
Hanson2016_220,Vallis,Henchir Sidi Median,Africa Proconsularis,Tunisia,,,,,9.750001,36.750001,,,,,,,,,,,,,,,,,,
Hanson2016_221,Zama Regia,Seba Biar,Africa Proconsularis,Tunisia,,,,,9.285786,36.111664,,,,,,,,,,,,,,,,,,
Hanson2016_222,Zitha,Unknown,Africa Proconsularis,Tunisia,,,,,11.112906,33.503896,,,,,,,,,,,,,,,,,,
Hanson2016_223,Augusta Taurinorum,Turin,Alpes Cottiae,Italy,,,,,7.686619,45.070562,,,,,,,,,,,,,,,,,,
Hanson2016_224,Segusio,Susa,Alpes Cottiae,Italy,,,,,7.048414,45.138485,,,,,,,,,,,,,,,,,,
Hanson2016_225,Augusta Praetoria,Aosta,Alpes Graiae et Poeninae,Italy,,,,,7.313234,45.735,,,,,,,,,,,,,,,,,,
Hanson2016_226,Forum Claudii,Martigny,Alpes Graiae et Poeninae,Switzerland,,,,,7.073483,46.101706,,,,,,,,,,,,,,,,,,
Hanson2016_227,Cemelenum,Cimiez,Alpes Maritimae,France,,,,,7.275398,43.720661,,,,,,,,,,,,,,,,,,
Hanson2016_228,Pedona,Borgo S. Dalmazzo,Alpes Maritimae,Italy,,,,,7.468616,44.335303,,,,,,,,,,,,,,,,,,
Hanson2016_229,Abila,Quwaylibah,Arabia,Jordan,,,,,35.869098,32.680677,,,,,,,,,,,,,,,,,,
Hanson2016_230,Adraha,Daraa,Arabia,Syria,,,,,36.10799,32.618791,,,,,,,,,,,,,,,,,,
Hanson2016_231,Bostra,Bosra,Arabia,Syria,,,,,36.482118,32.518318,,,,,,,,,,,,,,,,,,
Hanson2016_232,Canatha,Qanawat,Arabia,Syria,,,,,36.603111,32.742615,,,,,,,,,,,,,,,,,,
Hanson2016_233,Capitolias,Beit Ras,Arabia,Jordan,,,,,35.858293,32.598602,,,,,,,,,,,,,,,,,,
Hanson2016_234,Dionysias,As Suwayda,Arabia,Syria,,,,,36.565286,32.707083,,,,,,,,,,,,,,,,,,
Hanson2016_235,Elusa,El Khalasa,Arabia,Israel,,,,,34.653209,31.100106,,,,,,,,,,,,,,,,,,
Hanson2016_236,Gadara,Umm Qais,Arabia,Jordan,,,,,35.678858,32.655629,,,,,,,,,,,,,,,,,,
Hanson2016_237,Gerasa,Jerash,Arabia,Jordan,,,,,35.891296,32.281164,,,,,,,,,,,,,,,,,,
Hanson2016_238,Hippus,Nuqeib,Arabia,Israel,,,,,35.65987,32.778764,,,,,,,,,,,,,,,,,,
Hanson2016_239,Madaba,Madaba,Arabia,Jordan,,,,,35.794735,31.711726,,,,,,,,,,,,,,,,,,
Hanson2016_240,Petra,Petra,Arabia,Jordan,,,,,35.442275,30.328981,,,,,,,,,,,,,,,,,,
Hanson2016_241,Philippopolis (Arabia),Shahba,Arabia,Syria,,,,,36.627525,32.853765,,,,,,,,,,,,,,,,,,
Hanson2016_242,Saccaea,Unknown,Arabia,Syria,,,,,36.697835,32.896794,,,,,,,,,,,,,,,,,,
Hanson2016_243,Abydus,Nara Burnu,Asia,Turkey,,,,,26.416868,40.194977,,,,,,,,,,,,,,,,,,
Hanson2016_244,Acmonia,Ahat Köyü,Asia,Turkey,,,,,29.773954,38.659698,,,,,,,,,,,,,,,,,,
Hanson2016_245,Adramyttium,Edremit,Asia,Turkey,,,,,26.947793,39.500301,,,,,,,,,,,,,,,,,,
Hanson2016_246,Aegae,Nemrutkale,Asia,Turkey,,,,,27.168362,38.825064,,,,,,,,,,,,,,,,,,
Hanson2016_247,Aezanis,Çavdarhisar,Asia,Turkey,,,,,29.61965,39.193569,,,,,,,,,,,,,,,,,,
Hanson2016_248,Alabanda,Do?anyurt,Asia,Turkey,,,,,27.985429,37.591796,,,,,,,,,,,,,,,,,,
Hanson2016_249,Alexandria (Asia),Stambul,Asia,Turkey,,,,,26.154749,39.756473,,,,,,,,,,,,,,,,,,
Hanson2016_250,Alinda,Demircideresi,Asia,Turkey,,,,,27.83048,37.560831,,,,,,,,,,,,,,,,,,
Hanson2016_251,Amorium,Hisarköy,Asia,Turkey,,,,,31.320619,39.035611,,,,,,,,,,,,,,,,,,
Hanson2016_252,Amyzon,Mazi n Kalesi,Asia,Turkey,,,,,27.690896,37.59888,,,,,,,,,,,,,,,,,,
Hanson2016_253,Antiochia (Asia),Kuyucak,Asia,Turkey,,,,,28.579354,37.871365,,,,,,,,,,,,,,,,,,
Hanson2016_254,Aphrodisias,Geyre,Asia,Turkey,,,,,28.723436,37.708402,,,,,,,,,,,,,,,,,,
Hanson2016_255,Apollonia (Asia) (1),Yeniji,Asia,Turkey,,,,,28.956451,38.048649,,,,,,,,,,,,,,,,,,
Hanson2016_256,Apollonia (Asia) (2),Gölyaz?,Asia,Turkey,,,,,28.684113,40.174987,,,,,,,,,,,,,,,,,,
Hanson2016_257,Assus,Behramkale,Asia,Turkey,,,,,26.336667,39.490556,,,,,,,,,,,,,,,,,,
Hanson2016_258,Astypalaea,Chora,Asia,Greece,,,,,26.350463,36.544912,,,,,,,,,,,,,,,,,,
Hanson2016_259,Bargylia,Varvil,Asia,Turkey,,,,,27.588037,37.195779,,,,,,,,,,,,,,,,,,
Hanson2016_260,Blaundus,Sülümenli,Asia,Turkey,,,,,29.209771,38.357291,,,,,,,,,,,,,,,,,,
Hanson2016_261,Castabus,Pazarlik,Asia,Turkey,,,,,28.176816,36.787594,,,,,,,,,,,,,,,,,,
Hanson2016_262,Caunus,Dalyan,Asia,Turkey,,,,,28.621505,36.825754,,,,,,,,,,,,,,,,,,
Hanson2016_263,Cedreae,Unknown,Asia,Turkey,,,,,30.88416,38.946418,,,,,,,,,,,,,,,,,,
Hanson2016_264,Celaenae,Dinar,Asia,Turkey,,,,,30.15853,38.076044,,,,,,,,,,,,,,,,,,
Hanson2016_265,Ceramus,Oren,Asia,Turkey,,,,,27.956217,37.041728,,,,,,,,,,,,,,,,,,
Hanson2016_266,Clazomenae,Klazümen,Asia,Turkey,,,,,26.770558,38.361462,,,,,,,,,,,,,,,,,,
Hanson2016_267,Cnidus,Cnidus,Asia,Turkey,,,,,27.683943,36.732481,,,,,,,,,,,,,,,,,,
Hanson2016_268,Colophon,Degirmendere,Asia,Turkey,,,,,27.200838,38.002389,,,,,,,,,,,,,,,,,,
Hanson2016_269,Colossae,Honaz,Asia,Turkey,,,,,29.229382,37.786887,,,,,,,,,,,,,,,,,,
Hanson2016_270,Cos,Kos,Asia,Greece,,,,,27.286884,36.889308,,,,,,,,,,,,,,,,,,
Hanson2016_271,Cyme,Namurt Limani,Asia,Turkey,,,,,26.936283,38.75953,,,,,,,,,,,,,,,,,,
Hanson2016_272,Cys,Bellibol,Asia,Turkey,,,,,28.423734,37.428882,,,,,,,,,,,,,,,,,,
Hanson2016_273,Cyzicus,Belkis,Asia,Turkey,,,,,27.890667,40.38336,,,,,,,,,,,,,,,,,,
Hanson2016_274,Dardanium,Unknown,Asia,Turkey,,,,,26.37442,40.079728,,,,,,,,,,,,,,,,,,
Hanson2016_275,Elaea,Kazikbaglari,Asia,Turkey,,,,,27.055256,38.941644,,,,,,,,,,,,,,,,,,
Hanson2016_276,Ephesus,Efes,Asia,Turkey,,,,,27.341752,37.938309,,,,,,,,,,,,,,,,,,
Hanson2016_277,Erythrae,Ildiri,Asia,Turkey,,,,,26.48075,38.382699,,,,,,,,,,,,,,,,,,
Hanson2016_278,Euhippe,Dalama,Asia,Turkey,,,,,28.086631,37.787596,,,,,,,,,,,,,,,,,,
Hanson2016_279,Euromus,Ayakli,Asia,Turkey,,,,,27.673196,37.378355,,,,,,,,,,,,,,,,,,
Hanson2016_280,Halicarnassus,Bodrum,Asia,Turkey,,,,,27.421615,37.040071,,,,,,,,,,,,,,,,,,
Hanson2016_281,Harpasa,Unknown,Asia,Turkey,,,,,28.348056,37.805833,,,,,,,,,,,,,,,,,,
Hanson2016_282,Heraclea (Asia) (1),Bafa Gölü,Asia,Turkey,,,,,27.526883,37.502431,,,,,,,,,,,,,,,,,,
Hanson2016_283,Heraclea (Asia) (2),Vakif,Asia,Turkey,,,,,28.994099,37.628189,,,,,,,,,,,,,,,,,,
Hanson2016_284,Hierapolis,Pamukkale,Asia,Turkey,,,,,29.131799,37.917505,,,,,,,,,,,,,,,,,,
Hanson2016_285,Hydissa,Karacahisar,Asia,Turkey,,,,,27.806175,37.150552,,,,,,,,,,,,,,,,,,
Hanson2016_286,Hyllarima,Mesevle and Kapraklar,Asia,Turkey,,,,,28.348219,37.501643,,,,,,,,,,,,,,,,,,
Hanson2016_287,Iasus,Kiyi Kilacik,Asia,Turkey,,,,,27.582133,37.277521,,,,,,,,,,,,,,,,,,
Hanson2016_288,Ilium,H?sarl?k,Asia,Turkey,,,,,26.257773,39.953869,,,,,,,,,,,,,,,,,,
Hanson2016_289,Lampsacus,Lamsaki,Asia,Turkey,,,,,26.699162,40.346685,,,,,,,,,,,,,,,,,,
Hanson2016_290,Laodicea (Asia),Eskihisar and Gonçal?,Asia,Turkey,,,,,29.114376,37.84108,,,,,,,,,,,,,,,,,,
Hanson2016_291,Larisa (Asia),Buruncuk,Asia,Turkey,,,,,26.147559,39.615744,,,,,,,,,,,,,,,,,,
Hanson2016_292,Lebedus,Kisik,Asia,Turkey,,,,,26.967317,38.072781,,,,,,,,,,,,,,,,,,
Hanson2016_293,Lindus,Lindos,Asia,Greece,,,,,28.08776,36.091362,,,,,,,,,,,,,,,,,,
Hanson2016_294,Magnesia (Asia) (1),Tekin,Asia,Turkey,,,,,27.524647,37.84779,,,,,,,,,,,,,,,,,,
Hanson2016_295,Magnesia (Asia) (2),Manisa,Asia,Turkey,,,,,27.425833,38.613056,,,,,,,,,,,,,,,,,,
Hanson2016_296,Methymna,Mithymna,Asia,Greece,,,,,26.176097,39.36722,,,,,,,,,,,,,,,,,,
Hanson2016_297,Metropolis,Yeniköy,Asia,Turkey,,,,,30.628155,39.171334,,,,,,,,,,,,,,,,,,
Hanson2016_298,Miletus,Balat,Asia,Turkey,,,,,27.27621,37.531791,,,,,,,,,,,,,,,,,,
Hanson2016_299,Mylasa,Milâs,Asia,Turkey,,,,,27.78165,37.31714,,,,,,,,,,,,,,,,,,
Hanson2016_300,Myndus,Gümüslük,Asia,Turkey,,,,,27.233275,37.052928,,,,,,,,,,,,,,,,,,
Hanson2016_301,Myrina,Sandarlik,Asia,Turkey,,,,,26.985537,38.840097,,,,,,,,,,,,,,,,,,
Hanson2016_302,Mytilene,Mytilini,Asia,Greece,,,,,26.555374,39.107893,,,,,,,,,,,,,,,,,,
Hanson2016_303,Nysa,Sultanhisar,Asia,Turkey,,,,,28.144999,37.903405,,,,,,,,,,,,,,,,,,
Hanson2016_304,Parium,Kemer,Asia,Turkey,,,,,27.069096,40.420499,,,,,,,,,,,,,,,,,,
Hanson2016_305,Pergamum,Bergama,Asia,Turkey,,,,,27.185314,39.12984,,,,,,,,,,,,,,,,,,
Hanson2016_306,Pessinus,Sivrihisar,Asia,Turkey,,,,,31.551393,39.381063,,,,,,,,,,,,,,,,,,
Hanson2016_307,Philadelphia (Asia),Ala?ehir,Asia,Turkey,,,,,28.516667,38.35,,,,,,,,,,,,,,,,,,
Hanson2016_308,Phocaea,Foça,Asia,Turkey,,,,,26.758728,38.672908,,,,,,,,,,,,,,,,,,
Hanson2016_309,Rhodus,Rhodes,Asia,Greece,,,,,28.227007,36.443235,,,,,,,,,,,,,,,,,,
Hanson2016_310,Saettae,Sidas Kale,Asia,Turkey,,,,,28.624001,38.703021,,,,,,,,,,,,,,,,,,
Hanson2016_311,Samos,Tigani,Asia,Greece,,,,,26.94006,37.691522,,,,,,,,,,,,,,,,,,
Hanson2016_312,Sardis,Sart,Asia,Turkey,,,,,28.040286,38.488315,,,,,,,,,,,,,,,,,,
Hanson2016_313,Satala,"Sadak, Kelkit, Gmane",Asia,Turkey,,,,,28.267472,38.5792,,,,,,,,,,,,,,,,,,
Hanson2016_314,Silandos,Unknown,Asia,Turkey,,,,,28.826026,38.751517,,,,,,,,,,,,,,,,,,
Hanson2016_315,Smyrna,Izmir,Asia,Turkey,,,,,27.138709,38.418717,,,,,,,,,,,,,,,,,,
Hanson2016_316,Stratonicaea,Eskihisar,Asia,Turkey,,,,,27.801765,39.142114,,,,,,,,,,,,,,,,,,
Hanson2016_317,Synnada,?uhut,Asia,Turkey,,,,,30.545083,38.535716,,,,,,,,,,,,,,,,,,
Hanson2016_318,Teus,Si?acik,Asia,Turkey,,,,,26.785014,38.177262,,,,,,,,,,,,,,,,,,
Hanson2016_319,Theangela,Etrim,Asia,Turkey,,,,,27.59493,37.044492,,,,,,,,,,,,,,,,,,
Hanson2016_320,Thyatira,Akhisar,Asia,Turkey,,,,,27.840523,38.922933,,,,,,,,,,,,,,,,,,
Hanson2016_321,Tralles,Aydin,Asia,Turkey,,,,,27.833862,37.859752,,,,,,,,,,,,,,,,,,
Hanson2016_322,Abdera (Baetica),Adra,Baetica,Spain,,,,,-3.022514,36.748068,,,,,,,,,,,,,,,,,,
Hanson2016_323,Acinippo,Ronda la Vieja,Baetica,Spain,,,,,-5.240746,36.832412,,,,,,,,,,,,,,,,,,
Hanson2016_324,Arva,El Castillejo,Baetica,Spain,,,,,-5.671303,37.614174,,,,,,,,,,,,,,,,,,
Hanson2016_325,Asido,Medina Sidonia,Baetica,Spain,,,,,-5.927867,36.467791,,,,,,,,,,,,,,,,,,
Hanson2016_326,Astigi,Ecija,Baetica,Spain,,,,,-5.079949,37.540932,,,,,,,,,,,,,,,,,,
Hanson2016_327,Aurgi,Jaen,Baetica,Spain,,,,,-3.808119,37.791929,,,,,,,,,,,,,,,,,,
Hanson2016_328,Axati,Lora del Rio,Baetica,Spain,,,,,-5.526244,37.659304,,,,,,,,,,,,,,,,,,
Hanson2016_329,Baelo,Bolonia,Baetica,Spain,,,,,-5.774611,36.089886,,,,,,,,,,,,,,,,,,
Hanson2016_330,Callet,Tajo de Mogarejo,Baetica,Spain,,,,,-5.626201,37.052305,,,,,,,,,,,,,,,,,,
Hanson2016_331,Canama,Alcolea,Baetica,Spain,,,,,-5.671334,37.614155,,,,,,,,,,,,,,,,,,
Hanson2016_332,Carissa,Carija,Baetica,Spain,,,,,-5.732102,36.877668,,,,,,,,,,,,,,,,,,
Hanson2016_333,Carmo,Carmona,Baetica,Spain,,,,,-5.640374,37.471356,,,,,,,,,,,,,,,,,,
Hanson2016_334,Carteia,Cortijo de el Rocadillo,Baetica,Spain,,,,,-5.410359,36.183163,,,,,,,,,,,,,,,,,,
Hanson2016_335,Cartima,Cartama,Baetica,Spain,,,,,-4.630741,36.711313,,,,,,,,,,,,,,,,,,
Hanson2016_336,Corduba,Córdoba,Baetica,Spain,,,,,-4.78025,37.88376,,,,,,,,,,,,,,,,,,
Hanson2016_337,Gades,Cádiz,Baetica,Spain,,,,,-6.292409,36.529942,,,,,,,,,,,,,,,,,,
Hanson2016_338,Hasta Regia,Mesas de Asta,Baetica,Spain,,,,,-6.172572,36.788002,,,,,,,,,,,,,,,,,,
Hanson2016_339,Hispalis,Seville,Baetica,Spain,,,,,-5.996676,37.394112,,,,,,,,,,,,,,,,,,
Hanson2016_340,Ilipa,Alcalá del Río,Baetica,Spain,,,,,-5.978254,37.518215,,,,,,,,,,,,,,,,,,
Hanson2016_341,Iliturgi,Cortijo de Maquiz,Baetica,Spain,,,,,-3.80883,37.968343,,,,,,,,,,,,,,,,,,
Hanson2016_342,Illiberi,Elvira,Baetica,Spain,,,,,-3.597934,37.176484,,,,,,,,,,,,,,,,,,
Hanson2016_343,Iluro,Mataró,Baetica,Spain,,,,,-4.706673,36.822609,,,,,,,,,,,,,,,,,,
Hanson2016_344,Iptuci,Torreparedones,Baetica,Spain,,,,,-4.377602,37.755932,,,,,,,,,,,,,,,,,,
Hanson2016_345,Irni,Molino del Postero,Baetica,Spain,,,,,-5.108907,37.050024,,,,,,,,,,,,,,,,,,
Hanson2016_346,Isturgi,Los Villares,Baetica,Spain,,,,,-4.022437,38.030217,,,,,,,,,,,,,,,,,,
Hanson2016_347,Italica,Santiponce,Baetica,Spain,,,,,-6.044856,37.44111,,,,,,,,,,,,,,,,,,
Hanson2016_348,Iulia Traducta,Algericas,Baetica,Spain,,,,,-5.447744,36.129768,,,,,,,,,,,,,,,,,,
Hanson2016_349,Laepia,Rio de las Piedras?,Baetica,Spain,,,,,-6.106487,36.695801,,,,,,,,,,,,,,,,,,
Hanson2016_350,Lucurgentum,Moron de la Frontera,Baetica,Spain,,,,,-5.451969,37.122328,,,,,,,,,,,,,,,,,,
Hanson2016_351,Malaca,Málaga,Baetica,Spain,,,,,-4.416667,36.716667,,,,,,,,,,,,,,,,,,
Hanson2016_352,Munigua,Mulva,Baetica,Spain,,,,,-5.740734,37.713343,,,,,,,,,,,,,,,,,,
Hanson2016_353,Nabrissa,Lebrija,Baetica,Spain,,,,,-6.078402,36.919505,,,,,,,,,,,,,,,,,,
Hanson2016_354,Nertobriga,Unknown,Baetica,Spain,,,,,-6.651443,38.164818,,,,,,,,,,,,,,,,,,
Hanson2016_355,Obulco,Procuna,Baetica,Spain,,,,,-4.184754,37.870867,,,,,,,,,,,,,,,,,,
Hanson2016_356,Orippo,Torre de los Herberos,Baetica,Spain,,,,,-5.922275,37.283163,,,,,,,,,,,,,,,,,,
Hanson2016_357,Osset,S. Juan de Aznalfarache,Baetica,Spain,,,,,-6.035436,37.358375,,,,,,,,,,,,,,,,,,
Hanson2016_358,Regina,Reina,Baetica,Spain,,,,,-5.949533,38.187457,,,,,,,,,,,,,,,,,,
Hanson2016_359,Sacili,Alcorrucen,Baetica,Spain,,,,,-4.507161,38.005797,,,,,,,,,,,,,,,,,,
Hanson2016_360,Salpensa,Cortijo de la Coria,Baetica,Spain,,,,,-5.781537,37.181513,,,,,,,,,,,,,,,,,,
Hanson2016_361,Segida,Unknown,Baetica,Spain,,,,,-6.589301,38.378494,,,,,,,,,,,,,,,,,,
Hanson2016_362,Seria,Jerez de los Caballeros,Baetica,Spain,,,,,-6.771094,38.319329,,,,,,,,,,,,,,,,,,
Hanson2016_363,Sexi,Almuñécar,Baetica,Spain,,,,,-3.690736,36.73454,,,,,,,,,,,,,,,,,,
Hanson2016_364,Siarum,Torre del Aguila,Baetica,Spain,,,,,-5.751603,37.052397,,,,,,,,,,,,,,,,,,
Hanson2016_365,Singilia Barba,Cortijo del Castillón,Baetica,Spain,,,,,-4.630364,37.032488,,,,,,,,,,,,,,,,,,
Hanson2016_366,Suel,Fuengirola,Baetica,Spain,,,,,-4.628919,36.525435,,,,,,,,,,,,,,,,,,
Hanson2016_367,Tucci,Martos,Baetica,Spain,,,,,-3.966243,37.722761,,,,,,,,,,,,,,,,,,
Hanson2016_368,Ucubi,Espejo,Baetica,Spain,,,,,-4.552369,37.682102,,,,,,,,,,,,,,,,,,
Hanson2016_369,Ugia,Torres de Alhocaz,Baetica,Spain,,,,,-5.83028,36.98944,,,,,,,,,,,,,,,,,,
Hanson2016_370,Ugultunia,Unknown,Baetica,Spain,,,,,-6.411544,38.343551,,,,,,,,,,,,,,,,,,
Hanson2016_371,Ulia,Monte Mayor,Baetica,Spain,,,,,-4.69889,37.648657,,,,,,,,,,,,,,,,,,
Hanson2016_372,Urgao,Unknown,Baetica,Spain,,,,,-4.054925,37.93645,,,,,,,,,,,,,,,,,,
Hanson2016_373,Urso,Osuna,Baetica,Spain,,,,,-5.103412,37.237271,,,,,,,,,,,,,,,,,,
Hanson2016_374,Amastris,Amasra,Bithynia et Pontus,Turkey,,,,,32.380582,41.734981,,,,,,,,,,,,,,,,,,
Hanson2016_375,Amisus,Samsun,Bithynia et Pontus,Turkey,,,,,36.3313,41.292721,,,,,,,,,,,,,,,,,,
Hanson2016_376,Apamea (Bithynia et Pontus),Mudanya,Bithynia et Pontus,Turkey,,,,,28.891104,40.368487,,,,,,,,,,,,,,,,,,
Hanson2016_377,Chalcedon,Kad?köy,Bithynia et Pontus,Turkey,,,,,29.026779,40.985381,,,,,,,,,,,,,,,,,,
Hanson2016_378,Nicaea,Iznik,Bithynia et Pontus,Turkey,,,,,29.71967,40.427979,,,,,,,,,,,,,,,,,,
Hanson2016_379,Nicomedia,Ismit,Bithynia et Pontus,Turkey,,,,,29.919877,40.760677,,,,,,,,,,,,,,,,,,
Hanson2016_380,Prusias,Konuralp,Bithynia et Pontus,Turkey,,,,,31.148171,40.905988,,,,,,,,,,,,,,,,,,
Hanson2016_381,Sinope,Sinop,Bithynia et Pontus,Turkey,,,,,35.148025,42.026184,,,,,,,,,,,,,,,,,,
Hanson2016_382,Tius,Hisarönü,Bithynia et Pontus,Turkey,,,,,32.055366,41.558273,,,,,,,,,,,,,,,,,,
Hanson2016_383,Aquae Sulis,Bath,Britannia,United Kingdom,,,,,-2.357454,51.381428,,,,,,,,,,,,,,,,,,
Hanson2016_384,Caesaromagus (Britannia),Chelmsford,Britannia,France,,,,,0.469708,51.735814,,,,,,,,,,,,,,,,,,
Hanson2016_385,Calleva,Silchester,Britannia,United Kingdom,,,,,-1.082817,51.357148,,,,,,,,,,,,,,,,,,
Hanson2016_386,Camulodunum,Colchester,Britannia,United Kingdom,,,,,0.899031,51.890961,,,,,,,,,,,,,,,,,,
Hanson2016_387,Corinium Dobunnorum,Cirencester,Britannia,United Kingdom,,,,,-1.966753,51.713643,,,,,,,,,,,,,,,,,,
Hanson2016_388,Corstopitum,Corbridge,Britannia,United Kingdom,,,,,-2.029155,54.978122,,,,,,,,,,,,,,,,,,
Hanson2016_389,Durnovaria,Dorchester,Britannia,United Kingdom,,,,,-2.440504,50.71094,,,,,,,,,,,,,,,,,,
Hanson2016_390,Durobrivae (Britannia) (1),Water Newton,Britannia,United Kingdom,,,,,-0.34821,52.55899,,,,,,,,,,,,,,,,,,
Hanson2016_391,Durobrivae (Britannia) (2),Rochester,Britannia,United Kingdom,,,,,0.503732,51.38979,,,,,,,,,,,,,,,,,,
Hanson2016_392,Durovernum,Canterbury,Britannia,United Kingdom,,,,,1.080503,51.278717,,,,,,,,,,,,,,,,,,
Hanson2016_393,Eburacum,York,Britannia,United Kingdom,,,,,-1.082286,53.957702,,,,,,,,,,,,,,,,,,
Hanson2016_394,Glevum,Gloucester,Britannia,United Kingdom,,,,,-2.245843,51.865325,,,,,,,,,,,,,,,,,,
Hanson2016_395,Isca,Exeter,Britannia,United Kingdom,,,,,-3.530026,50.722434,,,,,,,,,,,,,,,,,,
Hanson2016_396,Isurium,Aldborough,Britannia,United Kingdom,,,,,-1.371971,54.091275,,,,,,,,,,,,,,,,,,
Hanson2016_397,Lindinis,Ilchester,Britannia,United Kingdom,,,,,-2.687138,51.003593,,,,,,,,,,,,,,,,,,
Hanson2016_398,Lindum,Lincoln,Britannia,United Kingdom,,,,,-0.538436,53.234863,,,,,,,,,,,,,,,,,,
Hanson2016_399,Londinium,London,Britannia,United Kingdom,,,,,-0.086632,51.510879,,,,,,,,,,,,,,,,,,
Hanson2016_400,Luguvalium,Carlisle,Britannia,United Kingdom,,,,,-2.938982,54.89532,,,,,,,,,,,,,,,,,,
Hanson2016_401,Moridunum,Carmarthen,Britannia,United Kingdom,,,,,-4.296705,51.862004,,,,,,,,,,,,,,,,,,
Hanson2016_402,Noviomagus (Britannia (Inferior et Superior)),Chichester,Britannia,United Kingdom,,,,,-0.779196,50.836505,,,,,,,,,,,,,,,,,,
Hanson2016_403,Petuaria,Brough on Humber,Britannia,United Kingdom,,,,,-0.572933,53.731969,,,,,,,,,,,,,,,,,,
Hanson2016_404,Ratae,Leicester,Britannia,United Kingdom,,,,,-1.139808,52.634971,,,,,,,,,,,,,,,,,,
Hanson2016_405,Venta Belgarum,Winchester,Britannia,United Kingdom,,,,,-1.316504,51.062941,,,,,,,,,,,,,,,,,,
Hanson2016_406,Venta Icenorum,Caistor by Norwich,Britannia,United Kingdom,,,,,1.290907,52.583373,,,,,,,,,,,,,,,,,,
Hanson2016_407,Venta Silurum,Caerwent,Britannia,United Kingdom,,,,,-2.768088,51.611249,,,,,,,,,,,,,,,,,,
Hanson2016_408,Verulamium,S. Albans,Britannia,United Kingdom,,,,,-0.357277,51.752209,,,,,,,,,,,,,,,,,,
Hanson2016_409,Viroconium,Wroxeter,Britannia,United Kingdom,,,,,-2.644025,52.674302,,,,,,,,,,,,,,,,,,
Hanson2016_410,Amasia,Amasya,Cappadocia et Galatia,Turkey,,,,,35.828747,40.659003,,,,,,,,,,,,,,,,,,
Hanson2016_411,Ancyra,Ankara,Cappadocia et Galatia,Turkey,,,,,32.860416,39.941901,,,,,,,,,,,,,,,,,,
Hanson2016_412,Antiochia (Cappadocia et Galatia),Yalvaç,Cappadocia et Galatia,Turkey,,,,,31.178933,38.300733,,,,,,,,,,,,,,,,,,
Hanson2016_413,Archelais,Aksaray,Cappadocia et Galatia,Turkey,,,,,34.035252,38.37844,,,,,,,,,,,,,,,,,,
Hanson2016_414,Comana,?ar,Cappadocia et Galatia,Turkey,,,,,36.325893,38.329523,,,,,,,,,,,,,,,,,,
Hanson2016_415,Faustinopolis,Ba?makç?,Cappadocia et Galatia,Turkey,,,,,34.744323,37.654291,,,,,,,,,,,,,,,,,,
Hanson2016_416,Germa,Babadat,Cappadocia et Galatia,Turkey,,,,,31.616172,39.511421,,,,,,,,,,,,,,,,,,
Hanson2016_417,Iconium,Konya,Cappadocia et Galatia,Turkey,,,,,32.492331,37.872202,,,,,,,,,,,,,,,,,,
Hanson2016_418,Isaura,Ulu Pinar,Cappadocia et Galatia,Turkey,,,,,32.453818,37.260592,,,,,,,,,,,,,,,,,,
Hanson2016_419,Lystra,Unknown,Cappadocia et Galatia,Turkey,,,,,32.347668,37.58326,,,,,,,,,,,,,,,,,,
Hanson2016_420,Mazaca,Kayseri,Cappadocia et Galatia,Turkey,,,,,35.488989,38.721081,,,,,,,,,,,,,,,,,,
Hanson2016_421,Melitene,Malatya,Cappadocia et Galatia,Turkey,,,,,37.250001,38.250001,,,,,,,,,,,,,,,,,,
Hanson2016_422,Neocaesarea,Niksar,Cappadocia et Galatia,Turkey,,,,,37.020122,40.589213,,,,,,,,,,,,,,,,,,
Hanson2016_423,Nicopolis (Cappadocia (et Galatia)),Yeilyayla,Cappadocia et Galatia,Turkey,,,,,38.143534,40.148557,,,,,,,,,,,,,,,,,,
Hanson2016_424,Sebaste,Sivas,Cappadocia et Galatia,Turkey,,,,,37.016663,39.749999,,,,,,,,,,,,,,,,,,
Hanson2016_425,Tavium,Büyüknefes,Cappadocia et Galatia,Turkey,,,,,34.456374,39.878991,,,,,,,,,,,,,,,,,,
